Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Judith Butler	1956		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/b/bf/JudithButler2013.jpg	https://fr.wikipedia.org/wiki/Judith_Butler	<p><b>Judith Butler</b>, née le <time datetime="1956-02-24" data-sort-value="1956-02-24">24 février 1956</time> à Cleveland, dans l'Ohio, est une philosophe américaine et professeure à l'Université Berkeley depuis 1993 dont le travail porte principalement sur le genre, l'homosexualité et la théorie queer. Elle enseigne également la philosophie à la European Graduate School de Saas-Fee, en Suisse.</p><p>En 1990, son ouvrage majeur <i>Trouble dans le genre. Le féminisme et la subversion de l'identité</i> est publié aux États-Unis. Il sort en France en 2005.</p><p>Judith Butler travaille également sur la question de la vulnérabilité. Ses premiers écrits portent, dans le sillage de la <i>French theory</i>, sur l'ambivalence du sujet en tant que soumis à un pouvoir et produit par cette soumission même. Sa théorisation de la « performativité du genre », à partir du triple héritage de la théorie austinienne des actes de langage, du french feminism et de la déconstruction, a constitué un apport majeur dans le champ des études féministes et queer.</p><p>Ses écrits ultérieurs traitent de la guerre, du deuil et des figures de la dépossession comme le prisonnier extra-juridique ou le réfugié, tout en faisant une critique de la politique étrangère américaine après les attentats du 11 septembre 2001. Elle est intervenue publiquement sur des questions politiques contemporaines, comme celle des droits des homosexuels et, plus récemment, sur le conflit israélo-palestinien.</p>
Paul Boghossian	1957		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/d/da/Paul_boghossian_2.png	https://fr.wikipedia.org/wiki/Paul_Boghossian	<p><b>Paul Boghossian</b> est professeur à l'Université de New York (acronyme <b>NYU</b>), où il a tenu la chaire de philosophie de 1994 à 2004. Ses domaines de recherche sont principalement l'épistémologie, la philosophie de l'esprit, et la philosophie du langage.</p>
Stephen Yablo	1957		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/0/08/SteveYablo.jpg	https://fr.wikipedia.org/wiki/Stephen_Yablo	<p><b>Stephen Yablo</b> est un philosophe américain, spécialiste de logique, de métaphysique, de philosophie de l'esprit et du langage. Il enseigne au Massachusetts Institute of Technology (MIT).</p>
Andy Clark	1957		Philosophie analytique		https://en.wikipedia.org/wiki/Andy_Clark	<p>Andy Clark, FBA (né en 1957) est un philosophe britannique qui est professeur de philosophie cognitive à l'université du Sussex. Auparavant, il a été professeur de philosophie et titulaire de la chaire de logique et de métaphysique à l'université d'Édimbourg en Écosse, directeur du programme de sciences cognitives à l'université d'Indiana à Bloomington (Indiana) et a enseigné à l'université de Washington à St Louis (Missouri). Clark est l'un des membres fondateurs du projet de recherche collaboratif CONTACT dont l'objectif est d'étudier le rôle que joue l'environnement dans le façonnement de la nature de l'expérience consciente. Les articles et les livres de Clark traitent de la philosophie de l'esprit et il est considéré comme un éminent spécialiste du sujet de l'extension de l'esprit. Il a également beaucoup écrit sur le connexionnisme, la robotique et le rôle et la nature de la représentation mentale.</p>
Elizabeth S. Anderson	1959		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/b/b6/Elizabeth_Anderson%2C_philosopher_%28cropped%29.jpg	https://fr.wikipedia.org/wiki/Elizabeth_Anderson	<p>Elizabeth S. Anderson est une philosophe américaine née le 5 décembre 1959. Elle est professeure de philosophie et de women's studies à l'université du Michigan. Elle est connue comme spécialiste de philosophie morale et de philosophie politique. Elle est considérée comme la cheffe de file de l'école de pensée de Michigan. <br>Dans <i>What Is The Point With Equality?</i> (1999), elle critique la vision redistributive de l'égalité consistant à compenser les personnes qui auraient été malchanceuses et propose une vision relationnelle (ou démocratique) de l'égalité qui repose sur l'idée que les personnes se considèrent comme égaux.<br>Pour Elizabeth Anderson, l'égalitarisme doit passer de l'objectif d'égaliser les richesses des individus à l'objectif de faire en sorte que tous les individus soient libres, quelles que soient leurs différences.<br>L'apport d'Elizabeth Anderson à la philosophie est aussi sa méthode. Plutôt que de raisonner à priori, elle s'appuie sur des enquêtes empiriques et des problèmes concrets.<br>Elle s'inscrit dans le courant de pensée du pragmatisme et s'inspire notamment de John Dewey1.<br>En 2010, dans <i>The Imperative of Integration</i>, elle s'oppose à la fois à l'approche color-blind et à l'approche multiculturelle et défend le concept d'intégration</p>
Roger Crisp	1961		Philosophie analytique		https://en.wikipedia.org/wiki/Roger_Crisp	<p>Roger Stephen Crisp (né le 23 mars 1961) est fellow et tuteur en philosophie au St. Anne's College, Oxford. Il occupe les postes universitaires de professeur de philosophie morale et de fellow et tuteur Uehiro en philosophie. Ses travaux s'inscrivent principalement dans le domaine de l'éthique, en particulier la métaéthique, l'éthique normative et l'éthique appliquée. En outre, il est président du Comité de gestion du Centre Uehiro d'Oxford pour l'éthique pratique.</p>
Tim Crane	1962		Philosophie analytique		https://en.wikipedia.org/wiki/Tim_Crane	<p>Timothy Martin Crane (né le 17 octobre 1962) est un philosophe britannique spécialisé dans la philosophie de l'esprit, la philosophie de la perception, la philosophie de la psychologie et la métaphysique. Ses contributions à la philosophie comprennent la défense d'un compte-rendu non-physique de l'esprit, la défense de l'intentionnalisme à propos de la conscience, la défense de la thèse selon laquelle l'expérience perceptive a un contenu non-conceptuel, une approche psychologiste des objets de la pensée et la défense de la thèse selon laquelle l'intentionnalité est la marque du mental. Il est actuellement chef de département et professeur de philosophie à l'Université d'Europe centrale, et était auparavant professeur de philosophie Knightbridge à l'Université de Cambridge et Fellow de Peterhouse. Pour l'année académique 2020-21, il a été professeur invité à l'Université de la Suisse italienne.</p>
David DeGrazia	1962		Philosophie morale XXe		https://fr.wikipedia.org/wiki/David_DeGrazia	<p><b>David DeGrazia</b>, né le <time datetime="1962-07-20" data-sort-value="1962-07-20">20 juillet 1962</time>, est un professeur américain spécialiste de la philosophie et de l'éthique. Il enseigne à l'université George-Washington et est membre de l'Association américaine de philosophie ainsi que de la société américaine pour la bioéthique et l'humanité.</p>
Keith DeRose	1962		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/1/19/KeithDeRose.png	https://fr.wikipedia.org/wiki/Keith_DeRose	<p><b>Keith DeRose</b>, né le <time datetime="1962-04-24" data-sort-value="1962-04-24">24 avril 1962</time>, est un philosophe américain professeur à l'université Yale à New Haven où il est professeur de la fondation Allison. Il a précédemment enseigné à l'université de New York et à l'université Rice. Parmi ses principaux centres d'intérêt figurent l'épistémologie, la philosophie du langage, la philosophie de la religion et l'histoire de la philosophie moderne. Il est surtout connu pour son travail sur le contextualisme en épistémologie, en particulier en réponse au traditionnel problème du scepticisme.</p>
Will Kymlicka	1962		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/f/f4/Will_Kymlicka.jpg	https://fr.wikipedia.org/wiki/Will_Kymlicka	<p><b>Will Kymlicka</b>, né en 1962 à London en Ontario, est un philosophe canadien, docteur en philosophie de l'université d'Oxford. Il a acquis une réputation surtout par son travail sur le multiculturalisme. Il est actuellement professeur de philosophie à la chaire de philosophie politique de l'Université Queen's à Kingston, Ontario. <br>Dans le livre <i>Zoopolis</i>, co-écrit avec Sue Donaldson, ils explorent l'état des droits des animaux pour différentes catégories d'animaux.</p>
Gideon Rosen	1962		Philosophie analytique		https://fr.wikipedia.org/wiki/Gideon_Rosen	<p><b>Gideon Rosen</b>, né en 1962, est professeur de philosophie, titulaire de la chaire du Conseil des Humanités à l'université de Princeton où il a obtenu son Ph.D. en 1992 sous la supervision de Paul Benacerraf. Il enseigne de 1989 à 1993 à l'université du Michigan, puis rejoint la faculté de Princeton.</p>
John Hawthorne	1964		Philosophie analytique		https://en.wikipedia.org/wiki/John_Hawthorne	<p>John Patrick Hawthorne (né en 1964) est un philosophe anglais, actuellement professeur de philosophie à l'Université catholique australienne de Melbourne, et professeur de philosophie à l'Université de Californie du Sud. Il est reconnu comme un contributeur contemporain de premier plan à la métaphysique et à l'épistémologie.</p>
Peter Godfrey-Smith	1965		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/9/9b/P1160335_peter_godfrey-smith_reading.jpg	https://fr.wikipedia.org/wiki/Peter_Godfrey-Smith	<p><b>Peter Godfrey-Smith</b> (né en 1965) est un philosophe des sciences et un auteur australien, professeur d’histoire et de philosophie des sciences à l’Université de Sydney. Il travaille principalement en philosophie de la biologie et en philosophie de l'esprit. Ses intérêts s’étendent à la philosophie des sciences en général, au pragmatisme (en particulier au travail de John Dewey), et à certains aspects de la métaphysique et de l’épistémologie.</p>
David Chalmers	1966		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/8/8d/David_Chalmers_TASC2008.JPG	https://fr.wikipedia.org/wiki/David_Chalmers	<p><b>David Chalmers</b>, né le <time datetime="1966-04-20" data-sort-value="1966-04-20">20 avril 1966</time> à Sydney, est un philosophe australien spécialisé en philosophie de l'esprit.</p><p>Actuellement enseignant à l'université de New York, il a publié de nombreux travaux sur la conscience. Il est particulièrement connu pour sa formulation du problème difficile de la conscience, distinguant des problèmes faciles et <i>le</i> problème difficile de savoir à quoi pourrait ressembler une théorie rendant compte de notre expérience de la conscience. Il soutient à ce sujet ce qu'il appelle un « dualisme des propriétés » (<i>Property Dualism</i>), une forme de monisme proche de celui de Bertrand Russell. Son livre sur le sujet, <i>L’Esprit conscient</i>, est considéré comme l'un des plus importants de ces dernières années. Il s'est également penché sur des thématiques comme celle de l'expérience de pensée du cerveau dans une cuve ou celle du zombie (au sens philosophique).</p><p>Il a compilé une bibliographie de nombreux articles relatifs aux problèmes de l'esprit, bibliographie qui est disponible sur internet. Il est aussi l'auteur de plusieurs manuels de philosophie de langue anglaise.</p>
Tommie Shelby	1967		Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/6/69/Tommie_Shelby_%2848749825963%29_%28cropped%29.jpg	https://en.wikipedia.org/wiki/Tommie_Shelby	<p>Tommie Shelby (né en 1967) est un philosophe américain. Depuis 2013, il est titulaire de la chaire Caldwell Titcomb d'études africaines et afro-américaines et de philosophie à l'université Harvard, où il est l'actuel président du département d'études africaines et afro-américaines. Il est particulièrement connu pour ses travaux en philosophie africaine, en philosophie sociale et politique, en théorie sociale (notamment la théorie marxiste) et en philosophie des sciences sociales.</p>
Craig Callender	1968		Philosophie analytique		https://en.wikipedia.org/wiki/Craig_Callender	<p>Craig Callender (né en 1968) est professeur de philosophie à l'Université de Californie, San Diego. Ses principaux domaines de recherche sont la philosophie des sciences, la philosophie de la physique et la métaphysique.</p>
Michael Huemer	1969		Philosophie analytique	https://upload.wikimedia.org/wikipedia/commons/b/b9/Michael_Huemer.jpg	https://fr.wikipedia.org/wiki/Michael_Huemer	<p><b>Michael Huemer</b> <span title="Alphabet phonétique international">[<span title="[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique.">ˈ</span><span title="[h] « h » dans « hop ». En anglais, « h » dans « hut »">h</span><span title="[j] « y » dans « payer », « ill » dans « Versailles ».">j</span><span title="[u] « ou » dans « coup ».">u</span><span title="[ː] indique que le son précédent est allongé/géminé.">ː</span><span title="[m] « m » dans « mou ».">m</span><span title="[ə] « e » dans « refrain ».">ə</span><span title="[r] « r » roulé.">r</span>]</span>, né le 27 Décembre 1969 est un professeur de philosophie de l'université du Colorado à Boulder. Il est surtout connu pour avoir défendu l'éthique intuitionniste, le réalisme naïf, le libertarisme, le véganisme et l' anarchisme philosophique.</p>
