Philosophe	Naissance	Mort	Catégorie	Image	Page Wikipedia	Extrait Wikipédia
Cornelius Castoriadis	1922	1997	Philosophie sociale et politique XXe	https://upload.wikimedia.org/wikipedia/commons/b/b1/Cornelius_Castoriadis.jpg	https://fr.wikipedia.org/wiki/Cornelius_Castoriadis	<p><b>Cornelius Castoriadis</b> <span title=""Alphabet phonétique international"">[<span title=""[k] « c » dans « cabas »."">k</span><span title=""[ɔ] « o » dans « sort »."">ɔ</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span><span title=""[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière."">n</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[j] « y » dans « payer », « ill » dans « Versailles »."">j</span><span title=""[y] « u » dans « tu »."">y</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span> <span title=""[k] « c » dans « cabas »."">k</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[ɔ] « o » dans « sort »."">ɔ</span><span title=""[ʁ] « r » dans « roue »."">ʁ</span><span title=""[j] « y » dans « payer », « ill » dans « Versailles »."">j</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[d] en français « d » dans « doux » ; ailleurs avec la langue un peu plus en arrière."">d</span><span title=""[i] « i » dans « si »."">i</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span>]</span> (en grec moderne : <span lang=""el"">Κορνήλιος Καστοριάδης</span> <span title=""Alphabet phonétique international"">[<span title=""[k] « c » dans « cabas »."">k</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[r] « r » roulé."">r</span><span title=""[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique."">ˈ</span><span title=""[n] en français « n » dans « nous » ; ailleurs avec la langue un peu plus en arrière."">n</span><span title=""[e] « é » dans « clé »."">e</span><span title=""[ː] indique que le son précédent est allongé/géminé."">ː</span><span title=""[l] « l » dans « loup »."">l</span><span title=""[i] « i » dans « si »."">i</span><span title=""[u] « ou » dans « coup »."">u</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span> <span title=""[k] « c » dans « cabas »."">k</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span><span title=""[t] en français « t » dans « tous » ; ailleurs avec la langue un peu plus en arrière."">t</span><span title=""[o] « o » dans « sot »."">o</span><span title=""[r] « r » roulé."">r</span><span title=""[i] « i » dans « si »."">i</span><span title=""[ˈ] indique que la syllabe ou voyelle suivante porte l'accent tonique."">ˈ</span><span title=""[a] « a » dans « patte »."">a</span><span title=""[ð] proche de [z] mais avec la langue entre les dents. En anglais, « th » dans « the »."">ð</span><span title=""[i] « i » dans « si »."">i</span><span title=""[s] en français « s » dans « sa » ; ailleurs avec la langue un peu plus en arrière (tel le basque : « s » dans « euskara »)."">s</span>]</span>), né le <time datetime=""1922-03-11"" data-sort-value=""1922-03-11"">11 mars 1922</time> à Athènes et mort le <time datetime=""1997-12-26"" data-sort-value=""1997-12-26"">26 décembre 1997</time> à Paris <abbr title=""Septième"">7<sup>e</sup></abbr>, est un philosophe, économiste et psychanalyste grec, fondateur avec Claude Lefort du groupe Socialisme ou barbarie. </p><p>Il consacra une grande partie de sa réflexion à la notion d'autonomie, comme disposition à faire être du nouveau, projet de société visant l'autonomie individuelle et collective, soit une démocratie <span>« radicale »</span>, qu'il opposait à l'hétéronomie, constitutive selon lui des sociétés religieuses et traditionnelles, ainsi que des régimes matérialistes productivistes industriels, capitalistes et communistes. </p><p>Son œuvre témoigne de la variété des champs disciplinaires auxquels il s'intéressa : l'épistémologie, l'anthropologie, la politique, l'économie, l'histoire, ou encore la « théorie de l'âme », ainsi que la psychanalyse. </p>
Michel Henry	1922	2002	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/5/5d/Philosophe_Michel_Henry_%281990%29_en_461x602_pixels.jpg	https://fr.wikipedia.org/wiki/Michel_Henry	<p><b>Michel Henry</b> est un philosophe et un romancier français né le <time datetime=""1922-01-10"" data-sort-value=""1922-01-10"">10 janvier 1922</time> à Haïphong (actuel Viêt Nam) et mort le <time datetime=""2002-07-03"" data-sort-value=""2002-07-03"">3 juillet 2002</time> à Albi (France). Son œuvre appartient au courant de la phénoménologie française du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. Ses archives sont conservées à l'Institut supérieur de philosophie de l'Université catholique de Louvain. </p>
Thomas Kuhn	1922	1996	Épistémologie		https://fr.wikipedia.org/wiki/Thomas_Kuhn	<p><b>Thomas Samuel Kuhn</b>, né le <time datetime=""1922-07-18"" data-sort-value=""1922-07-18"">18 juillet 1922</time> à Cincinnati, dans l'Ohio et mort le <time datetime=""1996-06-17"" data-sort-value=""1996-06-17"">17 juin 1996</time> à Cambridge, dans le Massachusetts, est un philosophe des sciences et historien des sciences américain. Il s’est principalement intéressé aux structures et à la dynamique des groupes scientifiques à travers l’histoire des sciences. Il est le promoteur d'une interprétation de l'histoire des sciences selon laquelle le développement historique des théories est discontinu ; pour rendre compte de ce processus il reprend, à Alexandre Koyré notamment, le concept de révolution scientifique et introduit celui, devenu classique, de changement de paradigme <span title=""Article en anglais : « paradigm shift »"">(en)</span> (<i>paradigm shift</i> en anglais). </p>
Imre Lakatos	1922	1974	Épistémologie	https://upload.wikimedia.org/wikipedia/commons/c/c0/Professor_Imre_Lakatos%2C_c1960s.jpg	https://fr.wikipedia.org/wiki/Imre_Lakatos	<p><b>Imre Lakatos</b> (<time datetime=""1922-11-09"" data-sort-value=""1922-11-09"">9 novembre 1922</time>, Debrecen - <time datetime=""1974-02-02"" data-sort-value=""1974-02-02"">2 février 1974</time>, Londres) est un logicien et épistémologue hongrois, philosophe des mathématiques et des sciences, fut le disciple de Karl Popper et l'élève de la mathématicienne russe Sofia Yanovskaya. </p>
Adolf Grünbaum	1923	2018	Épistémologie		https://fr.wikipedia.org/wiki/Adolf_Gr%C3%BCnbaum	<p><b>Adolf Grünbaum</b>, né le <time datetime=""1923-05-15"" data-sort-value=""1923-05-15"">15 mai 1923</time> à Cologne en Allemagne et mort le <time datetime=""2018-11-15"" data-sort-value=""2018-11-15"">15 novembre 2018</time>, allemand naturalisé américain, est un philosophe des sciences et un critique de la psychanalyse, ainsi que de la pensée de Karl Popper. </p><p>Il est professeur permanent (<i>Andrew Mellon</i>) au département de philosophie de l'université de Pittsburgh. Il fonde la même année le Centre de philosophie des sciences dans cette université et y officie comme directeur jusqu'en 1978. Il est également directeur de recherche en psychiatrie (à partir de 1979), et premier chercheur au département d'histoire des sciences (à partir de 2006). </p>
René Girard	1923	2015	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/a/a7/Ren%C3%A9_Girard.jpg	https://fr.wikipedia.org/wiki/Ren%C3%A9_Girard	<p><b>René Girard</b>, né le <time datetime=""1923-12-25"" data-sort-value=""1923-12-25"">25 décembre 1923</time> à Avignon et mort le <time datetime=""2015-11-04"" data-sort-value=""2015-11-04"">4 novembre 2015</time> à Stanford en Californie, est un anthropologue, historien et philosophe français. </p><p>Ancien élève de l'École des chartes, il part faire son doctorat aux États-Unis où il passera toute sa carrière. Il y enseigne d'abord la littérature. Il est professeur à l'université Johns-Hopkins de 1957 à 1980, puis à l'université Stanford de 1980 à 1995. </p><p>Il est le père de la « théorie mimétique » qui, à partir de la découverte du caractère mimétique du désir, cherche à fonder une nouvelle anthropologie de la violence et du religieux. Partie de la littérature, dans <i>Mensonge romantique et Vérité romanesque</i> (1961), son analyse s'étend ensuite aux mythes fondateurs, aux rites sacrificiels et aux phénomènes de violences collectives et de persécutions, dans <i>La Violence et le Sacré</i> (1972). </p><p>Il est élu à l'Académie française en 2005. </p> 
Arthur Danto	1924	2013	Philosophie XXe	https://upload.wikimedia.org/wikipedia/commons/4/46/Arthur_Danto%2C_2012.jpg	https://fr.wikipedia.org/wiki/Arthur_Danto	<p><b>Arthur Coleman Danto</b>, né le <time datetime=""1924-01-01"" data-sort-value=""1924-01-01"">1<sup>er</sup> janvier 1924</time> et mort le <time datetime=""2013-10-25"" data-sort-value=""2013-10-25"">25 octobre 2013</time>, est un philosophe et critique d'art américain. </p><p>Bien qu'il ait écrit sur de nombreux sujets (philosophie de l'action, philosophie de l'histoire et philosophie de la connaissance), il est principalement connu pour ses travaux en esthétique. Avec Nelson Goodman, il est l'un des plus célèbres représentants de l'esthétique analytique américaine, bien qu'il s'en distance clairement en puisant dans l'œuvre philosophique dite « continentale » (Hegel, Nietzsche, Sartre). Danto s'écarte petit à petit des penseurs de référence de sa scolarité universitaire américaine, où l'école analytique est majoritaire. En complément de sa théorie des « indiscernables », sa vision de l'évolution de l'art est profondément inspirée de l'historicisme édicté par Hegel. </p><p>Il a enseigné en tant que professeur émérite de philosophie à l'université Columbia (New York) à partir de 1951. Il était également critique d'art pour le magazine <i>The Nation</i>. </p>
Gilbert Simondon	1924	1989	Philosophie française XXe		https://fr.wikipedia.org/wiki/Gilbert_Simondon	<p><b>Gilbert Simondon</b>, né le <time datetime=""1924-10-02"" data-sort-value=""1924-10-02"">2 octobre 1924</time> à Saint-Étienne et mort le <time datetime=""1989-02-07"" data-sort-value=""1989-02-07"">7 février 1989</time> à Palaiseau, est un philosophe français du <abbr title=""20ᵉ siècle""><span>XX</span><sup style=""font-size:72%"">e</sup></abbr> siècle. Il est spécialiste de la théorie de l'information, de philosophie de la technique, de psychologie et d'épistémologie. Il est connu pour ses deux thèses, <i>Du mode d'existence des objets techniques</i> et <i>L'individuation à la lumière des notions de forme et d'information</i>. Le reste de son œuvre consiste en de nombreux articles, cours et conférences. </p>
Jean-François Lyotard	1924	1998	Philosophie française XXe	https://upload.wikimedia.org/wikipedia/commons/2/27/Jean-Francois_Lyotard.jpg	https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lyotard	<p><b>Jean-François Lyotard</b>, né le <time datetime=""1924-08-10"" data-sort-value=""1924-08-10"">10 août 1924</time> à Versailles et mort le <time datetime=""1998-04-21"" data-sort-value=""1998-04-21"">21 avril 1998</time> à Paris <abbr title=""Quinzième"">15<sup>e</sup></abbr>, est un philosophe français associé au post-structuralisme et surtout connu pour son usage critique de la notion de postmodernité. </p>
Paul Feyerabend	1924	1994	Épistémologie	https://upload.wikimedia.org/wikipedia/commons/e/e2/Paul_Feyerabend_Berkeley.jpg	https://fr.wikipedia.org/wiki/Paul_Feyerabend	<p><b>Paul Karl Feyerabend</b> (<time datetime=""1924-01-13"" data-sort-value=""1924-01-13"">13 janvier 1924</time> – <time datetime=""1994-02-11"" data-sort-value=""1994-02-11"">11 février 1994</time>) est un philosophe des sciences d'origine autrichienne, naturalisé américain, qui a vécu en Angleterre, aux États-Unis, en Nouvelle-Zélande, en Italie et finalement en Suisse. </p><p>Ses principaux travaux sont <i>Contre la méthode</i> (publié en 1975), <i>La science dans une société libre</i> (publié en 1978) et <i>Adieu la raison</i> (un recueil d'articles publié en 1987). Il devient célèbre pour sa vision anarchiste de la science et son déni de l'existence de règles méthodologiques universelles. Il est une figure influente dans le domaine de la philosophie des sciences, notamment par sa théorie épistémologique dite de « l'anarchisme épistémologique » qu'il a exposée dans l'ouvrage <i>Contre la méthode. Esquisse d’une théorie anarchiste de la connaissance</i> en 1975. </p>
